2652Ref,304242.571,5812646.108,39.444,-37.81261061,144.7761359,CENTRE_ROUND_MANHOLE_COVER,,,,,,
2652,NA,57,2,LT1,304402.879,5812644.933,38.716,2.864,160.308,-1.175,-37.81265556,144.7779555
2652,NA,57,3,LT1,304429.204,5812642.918,38.576,3.161,186.633,-3.19,-37.81267934,144.7782538
2652,NA,57,4,LT1,304476.046,5812638.878,38.29,3.2,233.475,-7.23,-37.81272576,144.7787845
2652,NA,57,5,LT1,304495.121,5812635.491,38.342,0,252.55,-10.617,-37.81276035,144.7790001
2652,NA,58,1,RT1,303991.527,5812668.099,38.594,5.436,-251.044,21.991,-37.81235869,144.7732919
2652,NA,58,2,RT1,303976.278,5812670.474,38.667,3.312,-266.293,24.366,-37.81233403,144.7731194
2652,NA,58,3,RT1,303935.427,5812673.952,38.758,3.303,-307.144,27.844,-37.81229393,144.7726566
2652,NA,58,4,RT1,303923.705,5812675.313,38.706,2.577,-318.866,29.205,-37.81227915,144.7725239
2652,NA,59,1,LT1,304150.175,5812664.664,38.347,0,-92.396,18.556,-37.81242367,144.775092
2652,NA,59,2,LT1,304132.565,5812667.67,38.2,2.919,-110.006,21.562,-37.81239282,144.7748929
2652,NA,59,3,LT1,304095.891,5812670.767,38.096,3.296,-146.68,24.659,-37.81235706,144.7744774
2652,NA,59,4,LT1,304080.136,5812671.918,38.088,3.103,-162.435,25.81,-37.81234331,144.7742989
2652,NA,59,5,LT1,304049.052,5812672.891,38.192,0,-193.519,26.783,-37.81232788,144.7739463
2652,NA,60,1,LT1,304075.043,5812650.74,38.346,0,-167.528,4.632,-37.81253296,144.7742353
2652,NA,60,2,LT1,304054.586,5812650.792,38.283,3.203,-187.985,4.684,-37.8125281,144.7740031
2652,NA,60,3,LT1,304027.168,5812652.976,38.348,3.05,-215.403,6.868,-37.81250254,144.7736924
2652,NA,60,4,LT1,304023.362,5812653.088,38.322,3.519,-219.209,6.98,-37.81250072,144.7736492
2652,NA,60,5,LT1,304019.294,5812652.886,38.308,4.841,-223.277,6.778,-37.81250166,144.773603
2652,NA,60,6,LT1,304015.577,5812652.429,38.254,6.632,-226.994,6.321,-37.81250498,144.7735607
2652,NA,60,7,LT1,304012.853,5812651.221,38.217,7.028,-229.718,5.113,-37.81251528,144.7735294
2652,NA,60,8,LT1,304007.433,5812647.566,38.039,7.993,-235.138,1.458,-37.81254703,144.7734669
2652,NA,60,9,LT1,304004.352,5812645.099,37.901,9.076,-238.219,-1.009,-37.81256859,144.7734313
2652,NA,60,10,LT1,304002.748,5812643.416,37.819,9.288,-239.823,-2.692,-37.8125834,144.7734126
2652,NA,61,1,RT1,304476.786,5812630.128,38.585,0,234.215,-15.98,-37.81280473,144.7787905
2652,NA,61,2,RT1,304508.018,5812625.802,38.547,2.95,265.447,-20.306,-37.81285038,144.7791439
